index,selfies,smiles,SA,pred_homo,pred_gap,pred_MolMR,pred_LogP,vgae_score,reward,img_page,img_tile
10295,[C][C][C][C][O][C][=N][/C][=Branch2][Ring2][=C][=C][Branch2][Ring1][=C][\C][=C][C][=C][Branch2][Ring1][Ring2][/C][Branch1][Ring1][C][#N][=C][\O][C][=Branch1][C][=O][C][Branch1][C][Cl][=C][Ring1][#Branch1][Cl][NH1][Ring1][S][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl][C][=C][Ring2][Ring1][=C],CCCCOC1=N/C(=C(\c2ccc(/C(C#N)=C3\OC(=O)C(Cl)=C3Cl)[nH]2)c2c(Cl)cccc2Cl)C=C1,2.389175735414835,-6.008124828338623,2.371163845062256,139.3372039794922,7.497761249542236,,1.07881144051585,mols/page_0512.png,15
1475,[Br][C][=C][C][=C][Branch2][Branch1][=N][/N][=C][/C][Branch1][=N][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][=C][C][=C][Branch1][P][CH1][C][=C][CH0][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N][C][Ring2][Ring1][Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N][C][=C][Ring2][Ring2][O],Brc1ccc(/N=C2/C(Nc3ccc(Br)cc3)=C3C4=C([CH]C=C[C]4c4ccccc43)C23c2ccccc2-c2ccccc23)cc1,3.3282216456504443,-5.830838203430176,3.3568506240844727,187.11915588378906,11.078703880310059,,1.0784293038735075,mols/page_0072.png,8
3274,[C][O][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][C][C][=C][C][Branch1][Branch2][CH0][Branch1][Ring1][C][#N][C][#N][=C][Branch1][N][C][=C][Ring1][O][CH0][Branch1][Ring1][C][#N][C][#N][C][C][Ring2][Ring1][#Branch2],COc1cc2c(OC)cc1CCc1cc([C](C#N)C#N)c(cc1[C](C#N)C#N)CC2,3.7289351340811585,-6.316572189331055,1.8315192461013794,107.30730438232422,3.468533754348755,,1.068828864174285,mols/page_0162.png,2
3415,[N][#C][/C][=C][Branch1][Ring1][\C][#N][S][C][C][C][S][C][C][C][S][/C][Branch1][Ring1][C][#N][=C][Branch1][Ring1][/C][#N][S][C][C][C][S][C][C][C][S][Ring2][Ring1][N],N#C/C1=C(\C#N)SCCCSCCCS/C(C#N)=C(/C#N)SCCCSCCCS1,2.396436134081158,-6.771884918212891,3.378192186355591,132.95143127441406,6.1966681480407715,,1.0418333018292398,mols/page_0169.png,2
1899,[C][C][Branch1][C][C][Branch1][C][C][CH0][CH0][Branch2][Ring2][=N][N][C][C][N][Branch2][Ring1][P][CH0][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][C][=Branch1][C][=O][CH0][Ring1][N][C][Branch1][C][C][Branch1][C][C][C][C][C][Ring2][Ring1][=Branch1][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][C][Ring2][Ring1][P][=O],CC(C)(C)[C]1[C](N2CCN([C]3C=C(C(C)(C)C)C(=O)C(=O)[C]3C(C)(C)C)CC2)C=C(C(C)(C)C)C(=O)C1=O,2.660054943381353,-6.526458263397217,3.174445152282715,147.08908081054688,5.362602710723877,,1.0314811732176647,mols/page_0093.png,12
1925,[C][C][Branch1][C][C][Branch1][C][C][CH0][CH0][Branch2][Ring2][=N][N][C][C][N][Branch2][Ring1][P][CH0][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][C][=Branch1][C][=O][CH0][Ring1][N][C][Branch1][C][C][Branch1][C][C][C][C][C][Ring2][Ring1][=Branch1][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][C][Ring2][Ring1][P][=O],CC(C)(C)[C]1[C](N2CCN([C]3C=C(C(C)(C)C)C(=O)C(=O)[C]3C(C)(C)C)CC2)C=C(C(C)(C)C)C(=O)C1=O,2.660054943381353,-6.526458263397217,3.174445152282715,147.08908081054688,5.362602710723877,,1.0314811732176647,mols/page_0094.png,16
10349,[C][O][C][=C][C][=C][Branch2][Ring2][=C][CH0][Branch2][Ring1][=C][C][=C][Branch1][Branch2][CH0][Branch1][Ring1][C][#N][C][#N][C][=C][C][=C][C][=C][Ring1][=Branch1][CH0][Ring1][=C][CH0][Branch1][Ring1][C][#N][C][#N][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][=C][Ring2][Ring2][C],COc1ccc([C](C2=C([C](C#N)C#N)c3ccccc3[C]2[C](C#N)C#N)c2ccc(OC)cc2)cc1,2.3137983249990475,-6.370943069458008,2.6331262588500977,127.32305145263672,5.368053436279297,,1.019858353717715,mols/page_0515.png,9
4597,[C][=C][Branch2][Branch1][Ring1][C][/C][Branch1][Branch2][C][=Branch1][C][=O][O][C][C][=C][Branch2][Ring1][Branch1][\O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][O][C][C],C=C(C/C(C(=O)OCC)=C(\OC(=O)c1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1)C(=O)OCC,2.2555793249990472,-7.708597183227539,4.481405258178711,123.57654571533203,4.117214202880859,,1.012271227401668,mols/page_0228.png,1
1134,[C][C][Branch1][C][C][Si][Branch2][Ring1][P][C][#C][C][#C][C][#C][C][#C][C][#C][C][#C][Si][Branch1][=Branch1][C][Branch1][C][C][C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][C][C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][C][C],CC(C)[Si](C#CC#CC#CC#CC#CC#C[Si](C(C)C)(C(C)C)C(C)C)(C(C)C)C(C)C,2.755707675943147,-6.186069488525391,3.1355795860290527,151.84881591796875,7.641236305236816,,0.9901468656936385,mols/page_0055.png,10
7021,[C][C][Branch1][C][C][Branch1][C][C][Si][Branch1][C][C][Branch1][C][C][C][O][C][Branch1][S][Si][Branch1][C][C][Branch1][C][C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=Ring1][N][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][S][Si][Branch1][C][C][Branch1][C][C][C][Branch1][C][C][Branch1][C][C][C][O][C][Branch1][S][Si][Branch1][C][C][Branch1][C][C][C][Branch1][C][C][Branch1][C][C][C][=C][Ring2][Ring1][Ring1][Ring2][Ring1][#Branch1],CC(C)(C)[Si](C)(C)c1oc([Si](C)(C)C(C)(C)C)c2c1ccc1c2ccc2c([Si](C)(C)C(C)(C)C)oc([Si](C)(C)C(C)(C)C)c21,2.888197645650444,-5.381925582885742,3.3824660778045654,209.63768005371094,11.566750526428223,,0.9880800803936379,mols/page_0349.png,2
1566,[C][C][=C][C][Branch1][C][C][=C][Branch2][Branch1][#C][B][Branch1][S][C][=C][Branch1][C][C][C][=C][Branch1][C][C][C][=C][Ring1][Branch2][C][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][C][Ring1][#Branch2][=C][Branch1][C][Br][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring2][Ring1][#Branch1][Ring1][#Branch2][C][Branch1][C][C][=C][Ring2][Ring2][=Branch2],Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2c3cc(C(C)(C)C)ccc3c(Br)c3ccc(C(C)(C)C)cc23)c(C)c1,2.738101083696135,-5.676785469055176,3.263580322265625,188.71646118164062,9.564323425292969,,0.9767094341476538,mols/page_0076.png,19
6546,[C][C][Branch1][C][C][Si][Branch2][Ring2][=N][C][=N][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][S][C][Branch2][Ring1][Branch1][Si][Branch1][=Branch1][C][Branch1][C][C][C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][C][C][=N][C][=Ring1][#C][C][Ring2][Ring1][Ring1][=O][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][C][C],CC(C)[Si](c1nc2c(s1)-c1sc([Si](C(C)C)(C(C)C)C(C)C)nc1C2=O)(C(C)C)C(C)C,2.282697675943147,-6.424842834472656,3.513066530227661,149.43475341796875,7.65020227432251,,0.9720797150704341,mols/page_0325.png,7
13385,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][Branch2][Ring2][S][C][=N][C][Branch1][Ring1][C][#N][=C][Branch1][Ring1][C][#N][N][=C][Ring1][#Branch2][C][=C][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][Branch1][C][O][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][Ring1][#C][=C][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][Ring2][Ring2][Ring1][O],CC(C)(C)c1cc(-c2nc(C#N)c(C#N)nc2-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,2.604548600693022,-6.407193660736084,3.701350688934326,154.90692138671875,8.156807899475098,,0.951780367690263,mols/page_0667.png,3
15026,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][Branch2][Ring2][S][C][=N][C][Branch1][Ring1][C][#N][=C][Branch1][Ring1][C][#N][N][=C][Ring1][#Branch2][C][=C][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][Branch1][C][O][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][Ring1][#C][=C][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][Ring2][Ring2][Ring1][O],CC(C)(C)c1cc(-c2nc(C#N)c(C#N)nc2-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,2.604548600693022,-6.407193660736084,3.701350688934326,154.90692138671875,8.156807899475098,,0.951780367690263,mols/page_0749.png,4
12015,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch2][Branch1][O][C][=N][N][=C][Branch2][Ring2][S][C][=C][C][=C][Branch2][Ring2][Ring2][C][#C][C][#C][C][=C][C][=C][Branch2][Ring1][Ring2][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][=N][O][Ring2][Ring2][C][C][=C][Ring2][Ring2][Branch2],CC(C)(C)c1ccc(-c2nnc(-c3ccc(C#CC#Cc4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)o2)cc1,2.7271926456504443,-5.606328010559082,3.1084675788879395,179.4530029296875,9.78433895111084,,0.9480206248306386,mols/page_0598.png,13
15574,[C][C][C][C][C][/C][=Branch2][Ring1][#C][=C][\C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][C][S][Ring1][=Branch1][S][C][=Ring1][O][C][=C][C][=C][Branch1][C][C][S][Ring1][=Branch1][B][Branch1][S][C][=C][Branch1][C][C][C][=C][Branch1][C][C][C][=C][Ring1][Branch2][C][C][=C][Branch1][C][C][C][=C][Branch1][C][C][C][=C][Ring1][Branch2][C],CCCCC/C(=C\c1cc(-c2ccc(C)s2)sc1-c1ccc(C)s1)B(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,2.8344937513405073,-5.598341464996338,3.465721607208252,189.3819122314453,11.308894157409668,,0.9434425104938471,mols/page_0776.png,12
3996,[C][N][Branch1][C][C][C][=C][C][=C][Branch2][Branch1][#Branch1][C][#C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Branch2][Ring1][C][C][#C][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][Si][Ring2][Ring1][N][Branch1][C][C][C][C][=C][Ring2][Ring2][=Branch1],CN(C)c1ccc(C#CC2=C(c3ccccc3)C(c3ccccc3)=C(C#Cc3ccc([N+](=O)[O-])cc3)[Si]2(C)C)cc1,2.633013902116181,-5.361364364624023,2.355470895767212,170.10791015625,7.829866886138916,,0.9414055732496581,mols/page_0198.png,1
9754,[O][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][#C][=N][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][N],O=C1C=C(c2ccccc2)C(=NSc2ccc(Cl)cc2Cl)C(c2ccccc2)=C1,2.107032216552583,-6.704294681549072,3.550616502761841,124.2999267578125,7.201311111450195,,0.9393651539317968,mols/page_0485.png,14
2610,[C][C][Branch1][C][C][=C][Branch2][Ring1][S][C][#C][C][Branch2][Ring1][Branch1][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][=C][Branch1][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2],CC(C)=C(C#CC(OC(=O)c1ccc([N+](=O)[O-])cc1)=C(C)C)OC(=O)c1ccc([N+](=O)[O-])cc1,2.250920792938331,-6.733748435974121,3.281083345413208,119.9770278930664,4.866798400878906,,0.9243560507544659,mols/page_0129.png,0
6444,[N][#C][C][=C][C][=C][Branch2][Ring2][S][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring2][Ring1][=C][Ring1][=C][C][=C][Ring2][Ring2][Ring2],N#Cc1ccc(-c2c3ccccc3c(-c3ccc(C#N)cc3)c3c4ccccc4c4ccccc4c23)cc1,2.4110049433813536,-6.321654319763184,3.7086610794067383,150.64776611328125,9.162409782409668,,0.9217528429120027,mols/page_0320.png,5
13201,[C][#Branch2][Branch1][=Branch1][#C][C][=C][C][=C][Branch1][O][C][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Branch1][O][C][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][O][C][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring2][C][Ring2][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],C(#Cc1ccc(C#Cc2ccccc2)c2c(C#Cc3ccccc3)ccc(C#Cc3ccccc3)c12)c1ccccc1,2.654190083696136,-5.670069217681885,3.019392728805542,171.99404907226562,8.255714416503906,,0.9045920607130699,mols/page_0657.png,19
8830,[N][#C][C][Branch1][Ring1][C][#N][=C][Branch2][Ring1][C][C][=Branch1][Branch2][=C][Branch1][Ring1][C][#N][C][#N][C][=C][C][=C][S][Ring1][Branch1][C][=C][C][=C][S][Ring1][Branch1],N#CC(C#N)=C(C(=C(C#N)C#N)c1cccs1)c1cccs1,1.74483294352871,-7.452624797821045,3.7468485832214355,84.94059753417969,4.109750747680664,,0.9037332699398327,mols/page_0439.png,11
4153,[C][Si][Branch1][C][C][Branch1][C][C][C][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][#C][C][=C][C][=C][C][=Branch2][Ring1][Branch2][=C][Ring1][=Branch1][C][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][#C][Si][Branch1][C][C][Branch1][C][C][C][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][=N],C[Si](C)(C)C#Cc1ccccc1C#Cc1c2ccc(c1C#Cc1ccccc1C#C[Si](C)(C)C)CCc1ccc(cc1)CC2,4.609877645650444,-5.9246320724487305,3.779581308364868,190.6282501220703,8.638345718383789,,0.9027163523524229,mols/page_0205.png,17
16484,[C][C][Branch1][C][C][C@@H1][C][C][C@@H1][Branch1][C][C][C][C@@H1][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2],CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1c1ccccc1OC(=O)c1ccc([N+](=O)[O-])cc1,3.5620928435074597,-7.250732421875,4.093199729919434,109.8385238647461,5.948297023773193,,0.9024108694731121,mols/page_0822.png,2
15738,[C][O][C][=C][C][=C][Branch2][Ring2][=Branch2][N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Branch1][P][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Ring1][N+1][=Branch1][C][=O][O-1][C][=C][Ring2][Ring1][=N],COc1ccc(Nc2c([N+](=O)[O-])cc(C(=O)Nc3ccc(Br)cc3)cc2[N+](=O)[O-])cc1,1.9414505308278691,-6.56889533996582,3.111691951751709,116.8448257446289,5.2237229347229,,0.8929080326110778,mols/page_0784.png,16
10165,[C][C][=C][C][=C][C][Branch1][C][Cl][=C][C][Branch2][Ring2][=Branch1][C][=Branch1][C][=O][C][=Branch1][C][=O][CH0][O][C][=Branch1][C][=O][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][CH0][Ring1][O][C][Branch1][C][C][Branch1][C][C][C][=N][C][Ring2][Ring1][#Branch2][=C][Ring2][Ring1][=C][C],Cc1ccc2c(Cl)cc(C(=O)C(=O)[C]3OC(=O)C(C(C)(C)C)=C[C]3C(C)(C)C)nc2c1C,2.2205036759431467,-6.893465518951416,3.8628745079040527,126.24519348144531,5.984631061553955,,0.8923237984195319,mols/page_0506.png,5
8142,[C][Si][Branch1][C][C][Branch1][C][C][/C][=Branch2][Ring2][Ring2][=C][\C][=C][Branch1][=Branch2][/Si][Branch1][C][C][Branch1][C][C][C][P][=Branch1][C][=O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][P][=Branch1][C][=O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],C[Si](C)(C)/C(=C\C=C(/[Si](C)(C)C)P(=O)(c1ccccc1)c1ccccc1)P(=O)(c1ccccc1)c1ccccc1,2.563650600693021,-6.827164173126221,4.806632041931152,172.95486450195312,7.958437442779541,,0.8909617808693159,mols/page_0405.png,3
