smiles,homo,gap,MolMR,LogP
"Cc1cc(C)c(c(c1)C)[C]=P(N(C(C)C)C(C)C)N(C(C)C)C(C)C	
",-4.76354,4.67587,117.29900000000008,5.920960000000006
"COC(=O)[C@@](C(F)(F)F)(C[S@@](=O)c1ccc(cc1)C)NC(=O)OCc1ccccc1	
",-6.60524,5.77067,103.01910000000002,3.503120000000002
"ClC1=C(Cl)[C@@]2([C@@](C1=O)(Cl)[C@@]1([C@@]2(Cl)C(=C(C1=O)Cl)Cl)Cl)Cl	
",-8.19079,4.940799999999999,81.81399999999998,4.454199999999999
"CC([Si](c1sc2c(c1)c1cc(sc1cc2)/C=C/c1sc2c(c1)c1cc(sc1cc2)[Si](C(C)C)(C(C)C)C(C)C)(C(C)C)C(C)C)C	
",-5.48553,3.2474299999999996,224.7079999999994,14.487399999999967
"N#CC(=C(/C=C/c1ccccc1Br)C)C#N	
",-7.07231,3.74855,67.10200000000002,3.825960000000001
"COc1cc(cc(c1OC)OC)c1nn2c(s1)nnc2c1cc(OC)c(c(c1)OC)OC	
",-6.04089,3.85419,118.84300000000002,3.5714000000000024
"Fc1ccc(c(c1)F)/C=C(/C(=O)O)\O	
",-6.59302,4.384539999999999,44.5996,1.9483000000000001
"CCC(C1=NO[C@H]2[C@@H]1[C@H](NC(=O)OC(C)(C)C)C[C@@H]2C(=O)OC)CC	
",-6.83851,6.60696,93.15070000000006,2.8798000000000012
"CO[C@]1(C#C[Si](CC(C)C)(CC(C)C)CC(C)C)c2cc3ccccc3cc2[C@](c2c1cc1ccccc1c2)(OC)C#C	
",-6.277,4.48309,184.7719999999994,9.678999999999998
"OC[C@H]1O[C@@]2([C@H]3[C@@H]1OC(O3)(C)C)COC(O2)(C)C	
",-7.39518,7.5431799999999996,59.63080000000005,0.3767999999999996
"BrCc1cccc(c1)B1OC(C(O1)(C)C)(C)C	
",-7.12459,5.9135100000000005,74.78900000000004,2.880700000000001
"CC(=O)Nc1c(C)ccc(c1C)N(=O)=O	
",-7.33546,4.9977,56.87410000000001,2.17004
"CC#CC#CC#Cc1ccccc1	
",-6.22763,4.28135,54.54600000000002,2.0648
"COc1cc(/C=C/C(=O)Nc2ccccc2C(=O)O)ccc1OC	
",-5.95823,3.95726,90.61100000000003,3.0539000000000014
"OC(=O)/C=C/c1ccc(cc1)S(=O)(=O)N[C@H](C(=O)O)C(C)C	
",-7.47348,4.728440000000001,79.69510000000004,1.1719
"CC(Sc1c2ccccc2cc2c1cccc2)(C)C	
",-5.74284,3.66128,87.06400000000005,5.883600000000004
"S=C(c1ccccn1)Nc1ccccc1Cl	
",-6.30614,3.92586,71.01170000000002,3.5226000000000015
"c1ccc(cc1)c1nnc([se]1)c1ccco1	
",-6.27478,4.08144,62.11000000000002,2.4606000000000003
"Ic1c2ccccc2c(c2c1C(C2(F)F)(F)F)c1ccccc1	
",-6.75075,4.30091,89.88899999999998,6.308600000000003
"OCCn1ccnc1c1ncc[nH]1	
",-5.86211,5.1989,46.894500000000015,0.2654999999999997
"S=C1NC[C@@H](S1)c1ccccc1	
",-6.24233,5.07639,57.374700000000026,2.349
"c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C=c\2/cc/c(=C(/C3=N/C(=C\c4[nH]c1cc4)/C=C3)\c1ccccc1)/[nH]2	
",-5.54975,2.99705,149.72939999999977,7.9896000000000065
"C=CCC1(C(=O)NC(=O)NC1=O)c1ccccc1	
",-7.50428,5.96733,64.61540000000002,0.8664999999999999
"COC(=O)[C@@]1(CCC(=O)C[C@H]1C(=O)O)NC(=O)c1ccccc1	
",-7.23067,5.76429,78.63900000000004,0.7819999999999996
"COc1ccc(cc1)N1[N]OC(=O)[C]1S[C]1C(=O)O[N]N1c1ccc(cc1)OC	
",-6.4313400000000005,4.02843,101.47500000000001,1.71138
"O=C1/C(=C/c2cccnc2)/CCC/C/1=C\c1cccnc1	
",-6.89548,4.25603,83.28600000000004,3.6966000000000028
"Cc1c(Br)c(c(n1S(=O)(=O)c1ccccc1)C)Br	
",-6.3547,4.55353,78.33180000000003,3.8669400000000023
"O=[S][N]c1c(C(=O)OCC)c2c(c1C(=O)OCC)ccccc2	
",-6.5212,3.59173,84.91340000000002,2.508700000000001
"COC(=O)[C@H]1N[C@H]([C@H](C1)S(=O)(=O)c1ccccc1)c1ccccc1C	
",-6.92964,5.6433800000000005,94.89250000000006,2.41352
"COC1(OC)CCC2=C(C1)C=C[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC2=O)C	
",-5.93736,5.23765,88.81800000000005,4.037400000000003
"Nc1n[nH]c(=O)s1	
",-6.61764,6.05725,27.147100000000002,-0.5864000000000003
"C1CC=C(C1)/C=C/1\C=Cc2c1cccc2	
",-5.8901,3.8050400000000004,65.38700000000003,4.207100000000003
"O=C1O[C@]2(C(=C1C)[C@@H](O)[C@]1(C(=CCC[C@@H]1C)C2)C)O	
",-7.05641,5.6478,68.95360000000002,1.6755
"CC(c1cc(c(c(c1)C(C)(C)C)[N][P]P(C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C	
",-5.54495,3.17194,137.68199999999996,9.670099999999998
"OC[C@H]1OC(O[C@H]1[C@@H]([C@@](COC(C)(C)C)(O)C)O)(C)C	
",-7.21516,7.33109,73.24640000000005,0.4257999999999992
"C#Cc1ccccc1F	
",-7.00204,5.6581,34.33500000000001,1.8070000000000002
"COc1cccc2c1c(ccc2)[Si](c1cccc2c1c(OC)ccc2)(O[Si](c1cccc2c1c(OC)ccc2)(c1cccc2c1c(OC)ccc2)OS(C(F)(F)F)([O])[O])OS(C(F)(F)F)([O])[O]	
",-5.98963,4.3775200000000005,245.3369999999995,10.057399999999994
"COc1ccc(cc1)NC(=O)c1ccccc1F	
",-5.93569,4.34103,67.34720000000002,3.0866000000000016
"O=N(=O)C[C@H]([C@@H]1CCCCC1=O)/C(=C/c1ccccc1)/Br	
",-6.73757,4.89024,85.66240000000005,4.074600000000003
"C[Si]1(C)CC#CCCCCC#CC[Si]1(C)C	
",-6.56577,6.63749,78.59800000000003,4.062400000000003
"COC(=O)c1cc2cc3OCOc3cc2cc1C(=O)OC	
",-6.61984,5.00246,72.75000000000003,2.1417
"CCOP(=O)(Cc1ccc(cc1)/N=C\c1ccccc1O)OCC	
",-6.29563,4.27714,96.36530000000005,4.9089000000000045
"CC([C@@H]1CC[C@@H]2N1[C@H](COC2=O)c1ccccc1)C	
",-6.48702,5.88692,73.62900000000005,2.773500000000001
"COC1=C(C)C(=O)O[C@]21C(=O)C(=C1[C@@]32CCC(=O)N3CCCC1)C	
",-6.94707,5.10595,83.76800000000004,1.6466999999999994
"c1ccc(cc1)n1c(nnc1C1=N[CH]N[N]1)SSc1nnc(n1c1ccccc1)c1nc[nH]n1	
",-6.77154,4.80551,125.91539999999996,2.420989999999999
"I[C@@H]1CC[C@@H]([C@H]2N([C@@H]1CC2)S(=O)(=O)C(F)(F)F)I	
",-7.57398,6.19106,78.47380000000003,3.070000000000002
"COC(=O)c1oc(cc1C(=O)OC)/C=C/C=N\c1ccccc1	
",-6.30812,3.6319999999999997,85.01500000000003,3.268500000000002
"CC1(C)Nc2cc3OCOc3cc2c2n1c(c1ccccc1)c(n2)c1ccccc1	
",-5.21007,4.35998,117.6027,5.7309000000000045
"O=C1[C@H]2C=C[C@H]2N1c1ccccc1C(c1ccccc1)(c1ccccc1)O	
",-6.68853,5.60468,105.33080000000002,3.872000000000003
"CSC1=C(SC)[Se]/C(=C\2/[Se]C(=C([Se]2)SC)SC)/[Se]1	
",-5.37975,3.8677399999999995,98.15400000000001,2.6622000000000012
"CC[C@@]12[C@@H]3C(=CC[C@H]4[C@@H]3C(=O)N(C4=O)c3ccccc3)CN2C(=O)c2c1cccc2	
",-6.98552,5.80658,111.55250000000004,3.5134000000000025
"O=N(=O)c1cccc(c1)SSc1cccc(c1)N(=O)=O	
",-7.30846,4.3947,77.90680000000003,4.302400000000002
"Nc1cccc(c1)NC(=O)c1cccc(n1)C(=O)Nc1cccc(c1)N	
",-6.03763,3.96989,101.8522,2.7506000000000004
"O=CO[C@@H]1CCCC2=Cc3c(O[C@@]12C)cc(C)oc3=O	
",-5.99414,4.31983,71.51300000000003,2.20822
"OC[C@@H](n1cncc1)Cc1ccccc1	
",-6.76348,6.2659400000000005,58.49580000000004,1.6592
"Nc1sc2c(c1C(=O)c1ccccc1)CCCC2	
",-5.62424,4.29351,75.24790000000003,3.440100000000002
"CC(OC(=O)Cc1oc2c(c1[S@@](=O)C)cc(cc2)I)C	
",-6.68773,5.3757,86.19540000000003,3.268900000000002
"N#C/C(=C\c1ccccc1Br)/N=C(c1ccccc1)c1ccccc1	
",-6.3633,3.8672799999999996,106.255,5.851180000000005
"NC(=O)NNc1ccccc1	
",-6.53853,5.95317,42.78380000000001,0.6818
"COc1ccc(cc1)/C(=N/S(=O)(=O)c1ccc(cc1)C)/C=C/c1ccc(cc1)C#N	
",-6.90792,4.0362,118.08680000000004,4.766700000000005
"C[P@@]1([N][P@](C)([N][P@@]([N]1)(C)c1ccccc1)c1ccccc1)c1ccccc1	
",-6.74352,6.04861,123.16200000000002,4.221900000000003
"CCC(=O)NN(=O)=O	
",-8.25925,6.024089999999999,25.428099999999997,-0.2956999999999998
"Cc1c2c(c(c3c1cccc3)C)c(C)c1c(c2C)cccc1	
",-5.00162,2.6665099999999997,97.90800000000003,6.379880000000005
"CCCCOc1ccc(cc1)C(=O)c1c(OC)ccc2c1c(c(cc2)OC)C(=O)c1ccc(cc1)OCCCC	
",-5.76354,4.23278,157.60699999999966,7.676800000000008
"Br[As](c1c(cccc1C(F)(F)F)C(F)(F)F)c1ccc(cc1C(F)(F)F)C(F)(F)F	
",-7.5814900000000005,5.18783,86.84100000000001,6.262400000000002
"COCC([C@H]1OC(=O)[C@](OC1=O)(C)[C@@H](c1ccccc1)O)(C)C	
",-7.46105,6.5519,81.43580000000004,1.6198999999999997
"O=C(C(Br)(C)C)ON1C(=O)CCC1=O	
",-7.92287,6.29674,50.18500000000002,0.7671
"[O]C(=O)CN1CNC=C1	
",-5.93909,4.7615300000000005,29.54219999999999,-0.7226000000000001
"OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)c1nccc(n1)C(=O)N	
",-7.42023,4.83798,57.26330000000002,-2.2704999999999993
"COCC1=C[C@]1(c1ccccc1)C(=O)N1C(=O)OC[C@@H]1c1ccccc1	
",-6.76095,5.8268,95.45600000000003,3.230900000000002
"CN(c1c(N(C)C)c(N(C)C)c(c(c1N(C)C)N(C)C)N(C)C)C	
",-5.54558,5.38696,112.40400000000008,2.0826
"COC(=O)c1c(O)cc(c2c1c1ccccc1c(c2)c1ccccc1)C	
",-5.92709,4.10499,104.63130000000001,5.460620000000003
"C[Si](c1ccccc1)(c1ccccc1)N[Si](c1ccccc1)(c1ccccc1)C	
",-6.93737,6.2633399999999995,130.67569999999998,3.355400000000002
"O=c1oc2ccccc2c(c1C(=O)C(F)(F)F)Cl	
",-7.68967,4.56081,57.8795,3.1914000000000007
"COC(=O)[C@]1(O)C[C@@H](C)C(=C[C@H]1/C=C(/CO[Si](C(C)(C)C)(C)C)\C)CO[Si](C(C)(C)C)(c1ccccc1)c1ccccc1	
",-6.52801,5.81869,182.79879999999932,7.017600000000009
"COc1cc2c(cc1OC)C=C(O[C@@]2(C#N)C(C)C)C	
",-5.65396,4.83203,76.41100000000004,3.469680000000002
"COc1ccc(cc1)c1cccc2c1c(C)ccc2	
",-5.93592,4.7497300000000005,80.67300000000004,4.823820000000003
"N#C[C@]12C[C@@H](C)[C@@H](C=C2[C@H]2[C@@H]([C@H](C1)C)[C@](C(=O)O2)(C)Br)O[Si](C(C)(C)C)(C)C	
",-7.55351,5.9531,116.46300000000006,5.587980000000006
"O=C1CCCc2c(C1(C)C)cc(cc2)N(=O)=O	
",-7.2905,4.6249199999999995,64.06740000000002,2.777800000000001
"COc1ccccc1Oc1ncccc1N(=O)=O	
",-6.59086,4.06673,63.959400000000024,2.790700000000001
"O=C(c1ccc2c(c1)nc1c(n2)[C@H](Cl)CCC1(Cl)Cl)c1ccccc1	
",-7.42761,4.49515,100.6245,5.564900000000003
"C[C@@H]1[C@]2(OO[C@@](C1(C)C)(O2)c1ccccc1)c1ccccc1	
",-7.02011,6.34437,82.44000000000005,4.346700000000004
"Cc1ccc(cc1)N1C(=O)C[C@H]2[C@@H]1Oc1c2c2ccccc2cc1	
",-6.14511,4.6826799999999995,94.38700000000004,4.387220000000004
"OC(=O)C[C@@H]1CCN2[C@@H]1CCC2=O	
",-6.96621,6.60672,45.09480000000002,0.472
"CC(=CCC[C@@H]([C@@H]1CC[C@]2([C@@]1(C)CC[C@H]1C2=CC[C@@H]2[C@]1(C)CCC(=O)C2(C)C)C)C)C	
",-6.58848,6.1307,131.81000000000006,8.543200000000004
"OC[C@@H]1[C@@H](CO)C([C@H]1n1cc(C)c(=O)[nH]c1=O)(F)F	
",-6.96532,5.6296,61.19530000000001,-0.7479800000000008
"Cc1cccc(c1)NS(=O)(=O)C	
",-6.81771,6.14098,49.64550000000002,1.36652
"COc1c(OC)cc2c(c1OC)[C@@H](c1cc(OC)c(c(c1)OC)OC)[C@H]1[C@H]([C@H]2OC(=O)C)COC1	
",-6.12375,5.6472500000000005,126.34500000000007,3.7505000000000024
"O=C1C=C[C@@]23[C@]4([C@@H]1[C@@]1(O)[C@H]5[C@@]6([C@@]5(Cl)CCCCCC6=C[C@H]1[C@@]24Cl)Cl)CCCCC3	
",-6.93985,5.02051,114.43780000000005,5.519600000000005
"O1CCN(CC1)Cc1c(nc2n1nc(s2)COc1ccccc1)c1ccccc1	
",-6.12988,4.69473,113.17000000000002,3.8690000000000033
"COC(=O)c1c2nc(Nc3ccc(cc3)Br)[se]c3c2c(n1CC)c1ccccc1n3	
",-5.91015,4.14047,124.50020000000002,4.201200000000003
"Oc1ccccc1/C=N/n1cnnc1	
",-6.96475,4.66307,51.12080000000002,0.8659000000000001
"COc1cc(/C=N/NC(=O)c2ccccc2O)ccc1OC	
",-5.72264,4.12801,82.71300000000004,2.1733000000000002
"CC(C1CCC(=C(c2cnc(nc2)N)c2cnc(nc2)N)CC1)(C)C	
",-5.9412400000000005,4.70486,100.32380000000003,3.4692000000000016
"CO[C@H]1O[C@@H]2CO[C@H](O[C@H]2[C@H]2[C@H]1OCCOCCO[C@@H]1[C@@H](OCCOCCO2)[C@@H](OC)O[C@H]2[C@H]1O[C@@H](OC2)c1ccccc1)c1ccccc1	
",-6.99551,6.615270000000001,171.95399999999944,2.545000000000007
"O/N=C\1/C2=C(CCC(O2)(C)C)C(=O)c2c1cccc2	
",-6.64663,4.214700000000001,70.52000000000002,2.904300000000002
"CCOC(=O)[C@]12[C@H]3[C@H]4[C@@H]2[C@H]2[C@@H]1[C@@H]3[C@@]42C(=O)OCC	
",-7.41478,6.9560200000000005,59.07200000000003,0.8506
"Brc1ccc2c(c1)c1cc(Br)ccc1n2CC[C@]12CCCC[C@@H]2C1	
",-6.00802,4.53843,108.46900000000005,7.289900000000005
"O/N=C(/c1ccc(cc1)S(=O)(=O)C)\Cc1cccnc1	
",-7.29258,5.20906,75.81630000000003,1.9061000000000001
"CSc1ncc(n1C)N(=O)=O	
",-6.74214,4.23415,41.643400000000014,1.0501999999999998
"NC(=O)c1cc(ccc1O)N(=O)=O	
",-7.4451600000000004,4.77004,43.27910000000001,0.39930000000000004
"Cc1ccc(=O)c(cc1)O	
",-6.4852,4.37729,39.11380000000001,1.0608199999999999
"O=C1CC[C@@]2(N1[C@@H](COC2=O)c1ccccc1)C(F)(F)F	
",-7.34655,6.41756,65.00800000000002,2.208
"OC(=O)CC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2C(=O)C[C@H]2[C@]1(C)CCC(=O)C2)C	
",-7.0162,6.194120000000001,106.64780000000007,4.894300000000005
"CC(=O)O/C=C/1\OC(O[C@H]1[C@@H]1COC(O1)(C)C)(C)C	
",-6.20045,5.99424,64.79000000000005,1.6938999999999995
"CCn1c2ssssc3c(c2n(c1=S)c1ccccc1)n(c1ccccc1)c(=S)n3CC	
",-5.87026,3.56326,146.42399999999972,8.445980000000002
"COc1cc(OC)c(c(c1Cl)/C=C/c1ccccc1NC(=O)C)Cl	
",-6.23838,4.63954,99.23970000000004,5.139400000000004
"COc1ccc(cc1)c1sc(=O)oc1c1ccc(cc1)OC	
",-5.88887,4.54376,86.83100000000003,4.052500000000003
"COc1ccc(cc1)N(c1ccccn1)O	
",-5.50553,4.60292,61.15650000000003,2.6174999999999997
"S=C1c2ccccc2C(=O)N1[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3	
",-6.45686,3.633,85.21450000000004,3.7867000000000033
"CCCCN(CP(=O)(c1ccccc1)c1ccccc1)CP(=O)(c1ccccc1)c1ccccc1	
",-6.39863,5.26044,150.8649999999997,6.031700000000006
"CCCc1ccc(cc1)S(=O)(=O)Nc1cc(OC)cc2c1nc(C)cc2	
",-6.37016,4.57835,104.27750000000005,4.305120000000003
"COc1ccccc1c1c(C)c(C)c(c(c1C(=O)OC)C)C	
",-6.2872,5.9057200000000005,88.71750000000004,4.382480000000005
"O=C1OC[C@H](N1/C=C\1/CCC=C([C@H]1c1ccccc1)C)Cc1ccccc1	
",-6.21796,5.6489199999999995,107.37800000000003,5.457700000000005
"O=C1C=C([C@](O1)(O)C1=C2C=C(O)C(=O)C=C2OC1=O)C(C)(C)C	
",-7.37923,3.4095799999999996,75.49960000000002,0.9662
"S=C1NCCN1[C]1[N]CCN1	
",-6.12253,5.3192900000000005,45.55340000000001,-1.16891
"Clc1cc(Br)c(c(c1)C(=O)Nc1ccccc1Cl)O	
",-6.74893,4.49529,80.22200000000001,4.713800000000003
"ClC(C(Nc1ccc(cc1)Cl)Nc1ccc(cc1)Cl)(Cl)Cl	
",-6.23588,4.85074,94.2274,6.213700000000001
"Oc1ccccc1C(=O)c1cc2c(nc1C(F)(F)F)[nH]n(c2=O)c1ccccc1	
",-6.7465,4.13692,98.23199999999997,3.669200000000002
"CC([C@@H](C(=O)N1CC(=C)C[C@@]1(C)C(=O)NCc1ccccc1)NC(=O)C)C	
",-7.07471,6.4035899999999994,104.60640000000006,2.0107
"CC(=O)OC[C@@H]1[C@H]2O[C@H]3[C@@H]([C@H]2OS1([O])[O])OC(O3)(C)C	
",-8.08935,7.881489999999999,62.956000000000046,0.6038999999999994
"O=C1C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@]2([C@]2([C@H]1[C@@]1(C)Cc3nonc3C([C@@H]1CC2)(C)C)C)C)C(=O)O	
",-6.97504,5.336119999999999,135.07780000000002,6.148600000000006
"O[C@]1(CC(=NN1c1ccc(cn1)S(=O)(=O)C)c1ccccc1)C(F)(F)F	
",-6.4956700000000005,4.37269,88.42660000000004,2.3504000000000005
"CC(=O)O[C@@H]1CCC(=C)[C@@H]2[C@@H](C[C@@H]([C@@]1(C)O)Cl)C(C2)(C)C	
",-7.02818,6.95923,84.18780000000005,3.6789000000000023
"COc1ccc2c(c1C(=O)c1ccc3c(c1)cccc3)c(c(cc2)OC)C(=O)c1ccc2c(c1)cccc2	
",-5.94395,3.8823600000000003,151.8129999999997,7.625400000000007
