index,selfies,smiles,SA,pred_mu,pred_gap,pred_cv,pred_TPSA,vgae_score,reward,img_page,img_tile
24,[=NH1+1][N][#C][#C][C][O][C][Branch1][Ring1][C][=O][C],CC(C=O)OCC=C=N[NH+],2.0596683620478218,2.8570284843444824,0.21316519379615784,34.5606575012207,65.38323211669922,,0.11001613971586069,mols/page_0002.png,4
25,[O][C][C][C][#C][C][C][=C][C][C],CCC=CCC#CCCO,1.6196683620478216,1.3280295133590698,0.2603037655353546,38.364742279052734,20.28606605529785,,0.07976126667054567,mols/page_0002.png,5
26,[C][C][O][C][C][C],CCCOCC,1.5518943340952076,0.9203563332557678,0.34027430415153503,27.958667755126953,9.505260467529297,,-0.19972148155906216,mols/page_0002.png,6
27,[C][C][C][O][C][C][Branch1][Ring1][C][O][N][C][C][Ring1][C][C],CC=CNC(CO)COCCC,2.1570246155449357,2.735666513442993,0.28672629594802856,41.57139205932617,42.10747528076172,,0.8685494317691481,mols/page_0002.png,7
28,[N-1][=N+1][#C],C=[N+]=[N-],1.4891981725766341,5.311466693878174,0.18012084066867828,23.717235565185547,64.7848892211914,,-0.20738361696613583,mols/page_0002.png,8
29,[#C][C][#C][N][#C][=C][N][=C][Branch1][Branch1][Ring2][=N][=NH2+1][C-1][#N],NC1=NC=C=NC#CC1,1.5017904688307009,3.365567922592163,0.17721319198608398,29.955772399902344,55.95193099975586,,-0.3284304988038676,mols/page_0002.png,9
30,[C][C][C][Branch1][C][C][O][C][C][Ring1][Ring1][C][C],CCCCOC(C)CC,2.101790468830701,0.9684310555458069,0.3335705101490021,43.25334167480469,9.344330787658691,,0.709413474218677,mols/page_0002.png,10
31,[C][C][O][C][C][C][Ring1][Ring2][C],CCCCOCC,1.5678467081635288,0.9295976161956787,0.33836629986763,32.39827346801758,9.386815071105957,,0.06299811657345189,mols/page_0002.png,11
32,[C][O][C][C][Branch1][C][C][C][O][C][Ring1][=Branch1][C][Ring1][Ring2][Ring1][#Branch1],COC12C(C)C3OC1C32,3.901790468830701,2.3755881786346436,0.30406343936920166,32.140220642089844,17.833274841308594,,0.20100921669039293,mols/page_0002.png,12
33,[C][C][C][Branch1][C][C][Ring1][Branch1][C][Ring1][C][C],CC1CC12CC2,2.2718943340952076,0.22104179859161377,0.35389089584350586,27.333599090576172,0.7826152443885803,,-0.35321288224437397,mols/page_0002.png,13
34,[O][=C][C][C][C][Branch1][C][O][C][Ring1][=Branch1][O][C][Ring1][#Branch1][Ring1][Branch1],O=C1C2CC3(O)C1OC23,5.061790468830702,3.3292365074157715,0.21234701573848724,27.368898391723633,45.93894577026367,,-0.3212541988497002,mols/page_0002.png,14
35,[O][C][C][Branch1][C][C][C][O][C][O],CC(CO)COCO,2.0444996950521226,3.3726000785827637,0.32433590292930603,37.97205352783203,48.15771484375,,1.0586354378945946,mols/page_0002.png,15
36,[C][C][C][Branch1][C][O][C][C][O],CCC(O)CCO,2.047846708163529,0.3219709098339081,0.32990890741348267,32.60142135620117,40.5291748046875,,0.029728612272371824,mols/page_0002.png,16
37,[C][C][C][Ring1][Branch1][O][C][Ring1][Ring1],C1CC12CO2,1.7367229808842468,1.3985310792922974,0.3444422781467438,20.40119171142578,16.730886459350586,,-0.49511855068106464,mols/page_0002.png,17
38,[C][C][C][Ring1][Ring2][C][C][Branch1][C][C][O][C][C],CCOC(C)CC1CC1,2.041790468830701,1.0247552394866943,0.3331337571144104,40.1342887878418,9.38393783569336,,0.5277801160101514,mols/page_0002.png,18
39,[C][C][C][O][C][C][Ring1][Ring1],CCCOCC,1.5518943340952076,0.9203563332557678,0.34027430415153503,27.958667755126953,9.505260467529297,,-0.19972148155906216,mols/page_0002.png,19
40,[C][C][O][C][Ring1][Ring1][C][=C][C][Ring1][=Branch1][C][O],CC12OC1C=CC2CO,2.9617904688307006,0.8852589130401611,0.24244488775730133,33.22078323364258,32.64906311035156,,-0.39261093581850076,mols/page_0003.png,0
41,[O][=C][C][C][C][C][Ring1][Branch1][O][C][=N][Ring1][#Branch1],O=C1C2CCC1OC=N2,3.241790468830701,2.8457531929016113,0.20399101078510284,26.423091888427734,38.06358337402344,,-0.5798543823410068,mols/page_0003.png,1
42,[C][N][=C][C][=C][C][C][C][Branch1][C][O][C][O],CN=CC=CCCC(O)CO,2.118091503851731,3.067826747894287,0.22691889107227325,38.80071258544922,54.0014762878418,,0.45241224373836275,mols/page_0003.png,2
43,[C][C][C][O][C][C][Ring1][Ring1],CCCOCC,1.5518943340952076,0.9203563332557678,0.34027430415153503,27.958667755126953,9.505260467529297,,-0.19972148155906216,mols/page_0003.png,3
44,[C][C][C][O][C][C][Ring1][Ring2][C][Ring1][Branch1],CCC12CC1CO2,2.447846708163529,1.6837209463119507,0.31216543912887573,26.779502868652344,8.790703773498535,,-0.2785278650780548,mols/page_0003.png,4
45,[N][#C][C][C][C][O][C][C][N][C][C],CCNCCOCCCC#N,1.618091503851731,5.147627353668213,0.271636962890625,37.799076080322266,46.098846435546875,,1.1115440596416157,mols/page_0003.png,5
46,[C][C][C][Branch1][C][C][O][C][C][Ring1][Ring1][C][C],CCCCOC(C)CC,2.101790468830701,0.9684310555458069,0.3335705101490021,43.25334167480469,9.344330787658691,,0.709413474218677,mols/page_0003.png,6
47,[O][C][N][=C][C][Branch1][C][O][C][C][C][Ring1][Ring1][C][Ring1][=Branch1][C][C],CCC1C2CC2C1(O)C=NCO,3.537024615544935,1.8622406721115112,0.26061663031578064,36.47053146362305,47.19952392578125,,0.21402442673689787,mols/page_0003.png,7
48,[N][#C][C][Branch1][Ring2][C][C][=O][C][C][=O],N#CC(CC=O)CC=O,1.561790468830701,2.4372620582580566,0.2159823328256607,32.63740921020508,58.88761520385742,,-0.11712898211812811,mols/page_0003.png,8
49,[C][C][=C][C][Branch1][Ring1][C][N][C][Ring1][Branch1][Ring1],CC=C1C2CNC12,2.447846708163529,1.2622052431106567,0.2261093556880951,28.80563735961914,21.481494903564453,,-0.7338044624226004,mols/page_0003.png,9
50,[C][C][C][Branch1][C][C][=C][O][C][=C][Ring1][Branch1][C][N][C][Ring1][Ring2],CCC1=COC=C(CNC)C1,1.578091503851731,2.1993837356567383,0.1989457905292511,35.64624786376953,21.856019973754883,,-0.2682353542603557,mols/page_0003.png,10
51,[C][C][N][C][=C][Ring1][Branch1][C],CC1=CNCC1,1.4918943340952076,1.5482841730117798,0.20807553827762604,24.698381423950195,19.5147762298584,,-1.044245414695172,mols/page_0003.png,11
52,[C][C][C][Branch1][C][C][=C][C][O][C][C][Ring1][Ring2][C][C][O][Ring1][Branch1][C][O],CCC(C)=CC1OC2OCCC12,3.0570246155449357,2.229377269744873,0.2605743408203125,35.01932907104492,15.524388313293457,,0.05932078568012253,mols/page_0003.png,12
53,[C][C][C][C][C][C][O][C][Ring1][Branch1][C][Ring1][Ring2][Ring1][=Branch1],CCCC12CC3OC1C32,3.421790468830701,1.757551908493042,0.3057541847229004,33.12168502807617,9.186339378356934,,0.09003569193303618,mols/page_0003.png,13
54,[C][C][C][Branch1][C][C][O][C][C][N][C][C][Ring1][Ring1][C],CCC(C)OCCN1CC1C,3.0780915038517307,1.2145317792892456,0.32149994373321533,40.64482879638672,10.523138999938965,,0.5345146647710964,mols/page_0003.png,14
55,[C][O][C][C][C][=Branch1][Ring1][=N][O][C][Ring1][=Branch1][C],COC1CC(=NO)C1C,2.5017904688307007,1.2130271196365356,0.2498074173927307,36.388160705566406,42.68890380859375,,-0.028993179640778535,mols/page_0003.png,15
56,[N][#C][=C][=C][=C][Branch1][Ring1][C][C][=Branch1][C][=O][N],CCC(=C=CC#N)C=O,1.581790468830701,3.1989002227783203,0.17962877452373505,32.59512710571289,44.0486946105957,,-0.24490217232583766,mols/page_0003.png,16
57,[C][C][Branch1][C][C][C][Branch1][C][O][C][Branch1][C][C][C][C][Ring1][Branch2][Ring1][Ring2],CC1(C)C(O)C2(C)CC12,2.9817904688307006,1.3842523097991943,0.31539425253868103,39.330135345458984,20.47711181640625,,0.5007310425207431,mols/page_0003.png,17
58,[C][C][C][Ring1][Ring2][C][C],CCC1CC1,1.4967229808842466,0.26153096556663513,0.37478312849998474,21.720705032348633,1.0758779048919678,,-0.5560862117798655,mols/page_0003.png,18
59,[C][C][C][O][C][=N],CCCOC=N,1.5318943340952076,3.6929068565368652,0.2871394753456116,25.161630630493164,33.5787353515625,,0.0400917555868464,mols/page_0003.png,19
60,[N][#C][C][O][C][Ring1][Ring1][C][C][C][Ring1][Ring2][O][Ring1][Ring2],N#CC1OC12C1CC2O1,4.041790468830702,3.960714340209961,0.2552855610847473,27.120323181152344,42.601226806640625,,0.06324112511894002,mols/page_0004.png,0
61,[C][N][C][=C][C][=Branch1][C][=O][C][=N][O][C][=C][N][C][=O],CNC=CC(=O)C=NOC=CNC=O,1.6763039679725398,6.815681457519531,0.17340965569019318,38.03072738647461,89.51119232177734,,1.0914874132129737,mols/page_0004.png,1
62,[N][#C][C],CC#N,1.5091981725766341,3.739722490310669,0.36272087693214417,11.37568473815918,24.212553024291992,,-0.3644949727808394,mols/page_0004.png,2
63,[C][C][C][O][C][C][Branch1][C],CCCOCC,1.5518943340952076,0.9203563332557678,0.34027430415153503,27.958667755126953,9.505260467529297,,-0.19972148155906216,mols/page_0004.png,3
64,[C][C][C][O][C][Ring1][Ring1][C],CCC1OC1C,2.4918943340952073,1.7684016227722168,0.3529795706272125,25.096088409423828,12.162906646728516,,-0.08921228449795468,mols/page_0004.png,4
65,[C][C][C][N][N][=C][C][=C][Ring1][Branch1][C],CCCn1nccc1C,1.421790468830701,2.5146706104278564,0.2557382583618164,34.42622375488281,17.80299949645996,,0.06826201729464601,mols/page_0004.png,5
66,[C][C][Branch1][C][C][C][O][C][C][Ring1][Ring1][C][C],CCCCOCC(C)C,1.601790468830701,0.9449461102485657,0.3367440402507782,43.03129959106445,9.238234519958496,,0.7099142487773645,mols/page_0004.png,6
67,[C][O][C][=C][N][=N][=C][N][C][C][Ring1][=Branch1],CCNCN=NC=COC,1.5596683620478216,3.998689889907837,0.22963866591453552,37.522132873535156,36.34559631347656,,0.5206824829019615,mols/page_0004.png,7
68,[C][C][Branch1][C][O][C][C][Branch1][C][C][C][Ring1][Ring2][O],CC(O)C1C(C)C1O,3.504499695052122,2.6863200664520264,0.3091682493686676,34.47924041748047,40.95545959472656,,0.5570793887703795,mols/page_0004.png,8
69,[C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][C][C][O][Ring1][Ring1],CC(C)(C)C(=O)C1CO1,2.021790468830701,3.5793209075927734,0.21212828159332275,37.764404296875,29.055116653442383,,0.2948172109675303,mols/page_0004.png,9
70,[=C][=C][#C][C][C][=C][C][=C][N][=C][Branch1][C][O][C][C][O],C=C=CCC=CC=CN=C(O)CCO,1.7363039679725396,1.4921988248825073,0.2143486738204956,41.024452209472656,55.30424499511719,,0.15568547762232338,mols/page_0004.png,10
71,[C][C][C][O][C][C][N][C][Ring1][Ring1][C],CCCOCC1NC1C,2.5217904688307007,1.3723576068878174,0.3239699900150299,38.77455139160156,31.900249481201172,,0.5717305994606852,mols/page_0004.png,11
72,[C][C][C][C][O][C][C][Ring1][Branch1][O][C][Ring1][Ring2][Ring1][#Branch1],CCC12COC3C1OC32,4.081790468830701,1.5690438747406006,0.3054569363594055,30.144407272338867,18.362777709960938,,-0.09497823547189867,mols/page_0004.png,12
73,[C][C][C][Branch1][C][C][Ring1][C][C][O][C][C],CC=C(C)COCC,1.5844996950521224,1.274236798286438,0.26268652081489563,37.98921203613281,12.22960090637207,,0.021470272336301555,mols/page_0004.png,13
74,[O][=C][Branch1][C][O][C][Branch1][Ring1][C][O],O=C(O)CCO,1.5118943340952076,1.2946585416793823,0.2854149341583252,26.742050170898438,58.18301010131836,,-0.3062053444211821,mols/page_0004.png,14
75,[CH1-1][NH3+1][NH1+1][#C][N+1][NH2+1],[CH-][NH3+],1.4972360217868288,5.884152889251709,0.25262007117271423,24.513229370117188,54.852359771728516,,0.38353163992357836,mols/page_0004.png,15
76,[C][C][C][Branch1][C][C][O][C][C][Ring1][Branch1][C][Ring1][Ring2][C][Ring1][Ring1][C][C],CCC1CC12COC2(C)CC,3.358091503851731,1.46869957447052,0.32273614406585693,39.722957611083984,6.648676872253418,,0.525479109794271,mols/page_0004.png,16
77,[C][C][#C][C][=C][C][=C][NH1][Ring1][Branch1],CC#Cc1ccc[nH]1,1.4244996950521225,1.828678011894226,0.20255959033966064,27.688121795654297,16.19131851196289,,-0.8466006938833692,mols/page_0004.png,17
78,[N][#C][N][=C][O][C][=C][=Branch1][C][=Ring1][=Branch1],C=COC=NC#N,1.5278467081635287,4.549479007720947,0.22108392417430878,25.320674896240234,54.666603088378906,,-0.07199055919506114,mols/page_0004.png,18
79,[CH1-1][NH3+1][=N][N][O][NH1][=O],[CH-][NH3+],1.4972360217868288,5.884152889251709,0.25262007117271423,24.513229370117188,54.852359771728516,,0.38353163992357836,mols/page_0004.png,19
80,[O][=C][C][Branch1][C][O][C][=C][C][=Branch1][C][=O][C][Ring1][#Branch1],O=CC1(O)C=CC(=O)C1,2.001790468830701,1.9245250225067139,0.1777941733598709,29.905719757080078,53.47878646850586,,-0.6690505942941258,mols/page_0005.png,0
81,[C][C][C][O][C][=C][C][O],CCCOC=CCO,1.5644996950521224,2.804187059402466,0.24695850908756256,37.913597106933594,33.7835807800293,,0.3688758793675996,mols/page_0005.png,1
82,[C][C][C][Branch1][Ring1][C][=O],CCCC=O,1.5367229808842466,2.697559356689453,0.2303127944469452,21.141788482666016,16.435752868652344,,-0.8743781042854915,mols/page_0005.png,2
83,[C][O][C][C][C][O][Ring1][Ring2],COC1CCO1,1.9718943340952078,1.3117101192474365,0.32820549607276917,23.749818801879883,21.102615356445312,,-0.39083289319559045,mols/page_0005.png,3
84,[C][O][C][C][C][Ring1][Branch1][C][C],CCC1CCOC1,2.007846708163529,1.6757328510284424,0.32122668623924255,27.66098976135254,9.65968132019043,,-0.1648121324948591,mols/page_0005.png,4
85,[C][=C][N][=Branch1][NH1][=O][#N],C=CN(N)O,1.4967229808842466,2.1071865558624268,0.24389813840389252,23.783767700195312,63.93659210205078,,-0.5374561333105005,mols/page_0005.png,5
86,[N][=C][#Branch2][=NH1+1][C-1][O-1][NH3+1],N=C([NH3+])[O-],1.482440063862291,6.066877365112305,0.22520263493061066,22.756376266479492,81.87080383300781,,0.27128701104890485,mols/page_0005.png,6
87,[O][=C][C][=N][Branch1][NH1][N][=Ring1][Ring1][Branch1][NH1][=C],NNN=CC=O,1.4918943340952076,4.317499160766602,0.17740760743618011,28.222496032714844,70.12893676757812,,-0.1494293259691792,mols/page_0005.png,7
88,[C][C][Branch1][C][C][C],CC(C)C,1.542440063862291,0.07918349653482437,0.4098731577396393,18.963451385498047,0.06906819343566895,,-0.5506731635500168,mols/page_0005.png,8
89,[#C][=C][C][C][C][=C][Ring1][=Branch1][C][N][C],CNCC1=CCCC=C1,1.541790468830701,1.473471999168396,0.1965455561876297,34.039764404296875,14.930685043334961,,-0.5808640615655805,mols/page_0005.png,9
90,[C][#C][C][Branch1][C][C][C][Branch1][Ring1][C][Branch1][=Branch1][C][Ring1][Ring1][C][Ring1],C#CC(C)C1CC1=C,2.544499695052122,0.7777078151702881,0.2576465904712677,35.50678634643555,1.5797982215881348,,-0.3267995864271252,mols/page_0005.png,10
91,[O][=C][C][N][C][C][N][Branch1][Ring2][C][Ring1][Ring2][C][Ring1][Branch2][Ring1][Branch1],O=C1CNC23CN(C2)C13,3.041790468830701,3.604823112487793,0.18962447345256805,27.57404136657715,34.03467559814453,,-0.4450909689904807,mols/page_0005.png,11
92,[O][C][C][C][=C][C][=C][O][C][Ring1][Ring2],OCCC=CC1=COC1,1.521790468830701,2.315091371536255,0.20630809664726257,33.03144073486328,35.96642303466797,,-0.28978769606246,mols/page_0005.png,12
93,[C][#C][C][C][C][C][Ring1][Ring2][Branch1][Ring1][O][C][C][Ring1][#Branch1],C#CC12CCC1(OC)C2,2.4817904688307006,1.542582392692566,0.2653478682041168,34.55513000488281,9.255340576171875,,-0.12568743162562473,mols/page_0005.png,13
94,[C][C][C][N][C][C][Branch1][C][O][C][C],CCCNCC(O)CC,2.081790468830701,1.998751163482666,0.2933843731880188,41.78169631958008,31.942623138427734,,0.7071471506394463,mols/page_0005.png,14
95,[C][C][C][Branch1][C][C][N][C][C][Ring1][Branch1][C],CCC1(C)NCC1C,2.524499695052122,1.3387531042099,0.30527326464653015,35.92783737182617,18.489219665527344,,0.20769704667116112,mols/page_0005.png,15
96,[C][C][C][Ring1][Ring1][C][C][O][C][C],CCOCCC1CC1,1.5244996950521223,0.9606109857559204,0.3425044119358063,34.49875259399414,9.250554084777832,,0.22483629639185793,mols/page_0005.png,16
97,[C][C][C][O][C][Branch1][C][C][Branch1][Ring1][C][C],CCCOC(C)CC,2.0844996950521226,0.9326558709144592,0.3345704674720764,38.279449462890625,9.23771858215332,,0.4009539228473807,mols/page_0005.png,17
98,[C][C][C][Branch1][C][C][O][C][Ring1][Branch1][C][O],CC1OC(CO)C1C,3.0044996950521226,2.8404407501220703,0.31585994362831116,32.936283111572266,28.559383392333984,,0.4812728285713529,mols/page_0005.png,18
99,[O-1][C],C[O-],1.4972360217868288,2.4211082458496094,0.2779909670352936,24.63863754272461,26.64284896850586,,-0.3733578643219079,mols/page_0005.png,19
100,[C][C][Branch1][Ring1][C][N][C][=Branch1][C][=N],CC(C=N)CN,2.031894334095208,2.8344438076019287,0.243362694978714,27.699247360229492,47.76124954223633,,-0.20969499956685145,mols/page_0006.png,0
101,[C][=C][C][=N][C][=C][O][C][Ring1][=Branch1][=C][Ring1][=Branch2],c1cc2nccoc-2c1,1.461790468830701,1.743476390838623,0.13376781344413757,24.350305557250977,25.715044021606445,,-1.4609676581117483,mols/page_0006.png,1
102,[N][C][C][=Branch1][C][=O][O][C][C][C][O][Ring1][Ring1],NCC(=O)OCC1CO1,1.981790468830701,2.1848886013031006,0.2574571669101715,33.62887191772461,65.54656982421875,,0.17935385460761488,mols/page_0006.png,2
103,[N][#C][C][C][C][=Branch1][C][N][C][=Branch1][=O][N],N#CCCC(N)CN,2.0444996950521226,5.138128757476807,0.27801477909088135,34.31855010986328,76.69113159179688,,1.0794464257419605,mols/page_0006.png,3
104,[C][N][=C][O][C][C][O][C][=O],CN=COCCOC=O,1.541790468830701,4.576580047607422,0.26270076632499695,33.620845794677734,46.664955139160156,,0.6700685983393969,mols/page_0006.png,4
105,[C][C][C][O][C][C][Ring1][C][C][N][C][Ring1][Ring1][C],CCCOC=CC1NC1C,2.5396683620478213,2.761383295059204,0.24230867624282837,37.04632568359375,32.14625930786133,,0.26865284167966774,mols/page_0006.png,5
106,[C][C][C][Branch1][C][C][O][C][C][Ring1][Ring1][C][O][Ring1][Ring1],CCC(C)OCC1CO1,2.5217904688307007,1.4831769466400146,0.3322063982486725,38.3492546081543,22.056509017944336,,0.5765669776490796,mols/page_0006.png,6
107,[C][C][C][Branch1][C][C][N][C][Ring1][Branch1],CC1CNC1C,2.4918943340952073,1.3550797700881958,0.3038393557071686,24.820913314819336,17.301021575927734,,-0.486724980981352,mols/page_0006.png,7
108,[O][=C][O][C][=C][C][=C][NH1][Ring1][Branch1],O=COc1ccc[nH]1,1.3844996950521224,3.2406203746795654,0.207582026720047,24.649351119995117,43.37441635131836,,-0.5510333557417096,mols/page_0006.png,8
109,[C][C][C][N][C][C][Ring1][Ring1][C],CCCN1CC1C,2.507846708163529,1.2486790418624878,0.31134381890296936,30.96559715270996,3.1798906326293945,,-0.1520107091503396,mols/page_0006.png,9
110,[N][C][=C][C][C][C][O][C][C][Ring1][C][C][N][Ring1][Branch1][C][O][N][C][C],CCNOCNCC=COCCCC=CN,1.777308431519336,4.162894248962402,0.25981855392456055,53.12102508544922,72.32442474365234,,1.8780656084896534,mols/page_0006.png,10
111,[C][#C][C][C][O][C],C#CCCOC,1.5518943340952076,1.1562694311141968,0.3119582235813141,25.563892364501953,10.09028148651123,,-0.46915479310885855,mols/page_0006.png,11
112,[C][C][C][O][C][C][Ring1][Ring1][C][C],CCCCOCCC,1.5844996950521224,0.8601131439208984,0.3423287868499756,37.466529846191406,8.520450592041016,,0.37994146245531724,mols/page_0006.png,12
113,[C][C][N][C][C][C][O][C][C][Ring1][Branch1][C][C],CCNCC1COCC1CC,2.5780915038517307,1.9066309928894043,0.3109021484851837,38.85622787475586,21.937063217163086,,0.5695472555572595,mols/page_0006.png,13
114,[C][C][C][N][C][C][O][C][C][Ring1][Ring1][C][C],CCCCOCCNCCC,1.638091503851731,1.632940649986267,0.313018262386322,42.65412139892578,25.460962295532227,,0.7706199684942684,mols/page_0006.png,14
115,[O][=C][C][Branch1][C][C][C][Ring1][Ring1][Ring1][Branch1][C][O],CC(C=O)=CCO,1.5478467081635288,4.020572662353516,0.19222553074359894,30.908870697021484,39.967140197753906,,-0.10044109566846533,mols/page_0006.png,15
116,[C][#C][C][C][C][O][C][Ring1][Branch1][C],C#CC1CCOC1C,2.524499695052122,1.0406343936920166,0.2972566485404968,30.72517204284668,8.688358306884766,,-0.27739426629579045,mols/page_0006.png,16
117,[C][C][C][Ring1][Branch1][C][C][Branch1][C][N][C][C],CCC(N)CC1CC1,2.0244996950521226,1.3841840028762817,0.31729310750961304,35.858802795410156,28.677663803100586,,0.33768076603461145,mols/page_0006.png,17
118,[C][C][C][Branch1][C][C][O][C][C][Ring1][Ring2][C][C],CCC1COC(CC)C1,2.5417904688307007,1.508164644241333,0.32108500599861145,38.22279739379883,9.02562427520752,,0.4429504066895171,mols/page_0006.png,18
119,[C][C][Branch1][C][C][C][C][C][O][C][Ring1][Ring1][Ring1][Branch1][C],CC(C)C1CC2OC21C,2.9817904688307006,1.8030290603637695,0.32717007398605347,37.666587829589844,12.271236419677734,,0.5298512860506102,mols/page_0006.png,19
120,[C][C][C][Ring1][C][C][Branch1][C][C][O][C][C],CC=CC(C)OCC,2.0844996950521226,1.1780264377593994,0.2662394344806671,35.82733917236328,12.193124771118164,,-0.11131388662957852,mols/page_0007.png,0
121,[C][O][C][C][Branch1][C][C][O],COCC(C)O,2.031894334095208,2.130802869796753,0.33445265889167786,26.804323196411133,29.74107551574707,,0.06456678236498853,mols/page_0007.png,1
