index,selfies,smiles,SA,pred_mu,pred_gap,pred_cv,pred_TPSA,TPSA_rdkit,vgae_score,reward,img_page,img_tile
3488,[N][#C][C][Branch1][C][C][C][Ring1][Ring2][C][C][Branch1][Ring1][C][Branch1][Ring2][O],CC(C#N)CCCCO,2.081790468830701,5.203066825866699,0.310945063829422,38.39228820800781,44.442420959472656,44.02,,1.4010959584844036,mols/page_0175.png,8
4407,[N][#C][C][C][C][Ring1][Branch1][C][Branch1][C][C][Branch1][Branch1][C][O],CC(CO)CCCC#N,2.081790468830701,5.141991138458252,0.3127191066741943,38.4495735168457,44.21306991577149,44.02,,1.4007737406942091,mols/page_0221.png,7
3715,[N][#C][C][Branch1][C][C][C][Branch1][Ring1][C][C][O][C][Branch1][Ring2][C][C][Ring1][Ring2][C],CCC(C)OC(CC)C(C)C#N,3.177024615544936,3.867571830749512,0.3155363202095032,43.958194732666016,30.108142852783203,33.02,,1.3997035200568424,mols/page_0186.png,15
2848,[Branch1][N][#C][C][Branch1][C][C][C][Branch1][Ring1][C][C][O][C][Branch1][Branch1][C][O],CCC(OCCO)C(C)C#N,2.6180915038517307,4.784705638885498,0.3043034970760345,39.45198059082031,55.83678817749024,53.25,,1.3823323987518423,mols/page_0143.png,8
4136,[N][#C][C][C][C][Ring1][Branch1][C][Branch1][C][C][Branch1][Ring1][C][O][C],CC(C)(CO)CCCC#N,1.5996683620478216,4.415822982788086,0.3155401945114136,40.52326202392578,43.754844665527344,44.02,,1.3779654745017185,mols/page_0207.png,16
3455,[C][C][C][Branch1][C][O][C][C][Ring1][Ring2][Branch1][C][C][C][#N],CCC1(O)CC1(C)C#N,2.5217904688307007,5.393770217895508,0.3062438070774078,37.8120002746582,43.6870346069336,44.02,,1.3757633716530215,mols/page_0173.png,15
1853,[N][#C][Branch1][Branch1][C][C][C][Branch1][C][N][C][Branch1][Ring1][C][C][Ring1][=Branch1][O],CCC(O)C(N)CCC#N,2.5796683620478214,4.8485870361328125,0.2906056642532348,39.26968002319336,71.33596801757812,70.03999999999999,,1.3721996654753494,mols/page_0093.png,13
3757,[N][#C][C][Branch1][Ring1][C][C][C][Ring1][Branch1][C][Branch1][C][C][Branch1][Ring2][C][Ring1][Ring1][C],CCC(C#N)CC(C)(C)C,2.119668362047822,3.812400102615357,0.338307648897171,41.75293731689453,23.26592063903809,23.79,,1.362932023129637,mols/page_0188.png,17
3762,[N][#C][C][C][C][Branch1][Ring1][C][Branch1][C][C][O][C][Branch1][=Branch1][C][O],CCC(CCC#N)OCCO,2.118091503851731,4.869897842407227,0.3034951090812683,38.85711669921875,55.51282501220703,53.25,,1.3585799686317852,mols/page_0189.png,2
4530,[N][#C][C][C][C][Branch1][Ring1][C][C][Ring1][Branch1][C][Branch1][C][O],CCC(CO)CCC#N,2.081790468830701,4.95042085647583,0.3135557174682617,38.37054443359375,43.984012603759766,44.02,,1.356301814105412,mols/page_0227.png,10
4405,[N][#C][C][C][C][Ring1][Branch1][C][Branch1][C][C][Branch1][Branch1][C][N][C][Branch1][Ring1][C][C],CCCNCC(C)CCCC#N,2.177024615544936,4.575027942657471,0.2905700802803039,42.755104064941406,35.00980758666992,35.82,,1.3529144261602617,mols/page_0221.png,5
4294,[N][#C][C][C][Branch1][C][C][Ring1][Ring2][C][Branch1][Branch1][C][Branch1][Ring1][C][Branch1][=Branch1][C][Branch1],CCCCC(C)CC#N,2.101790468830701,4.17503547668457,0.3435352444648742,39.62650680541992,24.15249252319336,23.79,,1.3521846031296871,mols/page_0215.png,14
3297,[N][#C][C][C][C][Branch1][Ring1][C][O][C][Branch1][C][C][O],CC(O)C(CO)CCC#N,2.5796683620478214,4.795166492462158,0.3020905554294586,38.3294677734375,64.10259246826172,64.25,,1.3405825786085883,mols/page_0165.png,17
3271,[N][#C][C][Branch1][Ring1][C][Branch1][C][C][C][Branch1][Branch1][C][O][C][C][O],CCOCC(O)C(C#N)CC,2.6180915038517307,4.630812644958496,0.3058854341506958,38.97941207885742,57.02172088623047,53.25,,1.3336203338666026,mols/page_0164.png,11
3999,[N][#C][C][C][C][Branch1][C][C][Ring1][Ring2][C][C][N],CC(CCN)CCC#N,2.081790468830701,5.116964817047119,0.2960615456104278,38.71192169189453,49.28341293334961,49.81,,1.329896815754939,mols/page_0200.png,19
4216,[N][#C][C][C][C][Ring1][Branch1][C][Branch1][Branch1][C][C][Branch1][Ring1][C][C][N],CCCCC(N)CCCC#N,2.138091503851731,4.436372756958008,0.2974913418292999,40.88391876220703,51.35624694824219,49.81,,1.3266917027483114,mols/page_0211.png,16
3354,[N][#C][C][Branch1][C][C][Branch1][Ring1][C][C][C][O][C][Branch1][Ring2][C][O],CCC(C)(C#N)COCCO,2.118091503851731,4.485949993133545,0.3036114275455475,39.52643966674805,57.16121673583984,53.25,,1.3204539413066412,mols/page_0168.png,14
4169,[N][C][C][Branch1][C][O][C][Branch1][Ring1][C][O][N][C][Branch1][Branch1][C][Branch1][O][C][C],CCCCNC(CO)C(O)CN,2.637024615544936,2.7662246227264404,0.304458349943161,43.46247100830078,85.26913452148438,78.50999999999999,,1.307023518486261,mols/page_0209.png,9
2132,[N][#C][C][Branch1][C][C][Branch1][Ring1][C][Branch1][Branch1][C][O][C][Branch1][Ring2][C][Ring1][Ring1][C],CCOCCC(C)(C)C#N,1.5996683620478216,4.7178802490234375,0.304828941822052,40.082611083984375,33.19860076904297,33.02,,1.30261703297122,mols/page_0107.png,12
1803,[N][#C][C][O][C][Branch1][Ring1][C][C][Branch1][C][O][Branch1][C][C][C][O][O],CCC(O)(CCCOO)OCC#N,2.156437499842364,3.618417978286743,0.2872680723667145,41.49449920654297,91.2480697631836,82.71000000000001,,1.3004284606459964,mols/page_0091.png,3
3828,[N][#C][C][Branch1][C][C][C][Branch1][Ring1][C][O][C][Ring1][Ring1][C][Branch1],CC(C#N)C1C(C)C1O,3.521790468830701,5.33402681350708,0.3098940253257751,36.41550064086914,43.568267822265625,44.02,,1.2986465791263857,mols/page_0192.png,8
4139,[N][#C][C][C][C][Ring1][Branch1][C][Branch1][Ring1][C][Branch1][C][O][C][C][O],N#CCCCC(CO)CCO,2.118091503851731,4.223068237304688,0.3050353527069092,39.228660583496094,65.84517669677734,64.25,,1.2918729252883587,mols/page_0207.png,19
3973,[C][O][C][C][C][Branch1][Ring1][C][O][O][C][Branch1][Branch1][C][C][O],COCCC(CO)OCCCO,2.137024615544936,3.116641998291016,0.3231609165668487,41.850887298583984,60.88563537597656,58.92,,1.2912902045694703,mols/page_0199.png,13
4411,[N][#C][C][Branch1][C][C][C][Branch1][Ring1][C][C][Ring1][Branch1][C][O][C][C],CCOCC(CC)C(C)C#N,2.6380915038517307,4.2640252113342285,0.3102512061595917,41.0261344909668,32.017677307128906,33.02,,1.2855577101696989,mols/page_0221.png,11
3099,[N][#C][C][Branch1][C][O][C][Branch1][Ring1][C][C][C][Branch1][Branch1][C][C][O],CCC(CCCO)C(O)C#N,2.6180915038517307,4.129245758056641,0.3016633689403534,39.76931381225586,65.40015411376953,64.25,,1.280303959312031,mols/page_0155.png,19
3101,[N][#C][C][C][C][Branch1][Ring1][C][C][Ring1][Branch1][C][Branch1][C][C][O][C][Branch1],CCC(CCC#N)C(C)OC,2.6380915038517307,4.297031402587891,0.3096849322319031,40.95392608642578,30.690189361572266,33.02,,1.2788390333212964,mols/page_0156.png,1
3239,[N][#C][C][C][C][Ring1][Branch1][C][C][Branch1][C][O][C][C],CCC(O)CCCCC#N,2.099668362047822,4.3989338874816895,0.3136616051197052,39.075984954833984,44.765602111816406,44.02,,1.2779363129295016,mols/page_0162.png,19
2619,[N][#C][C][C][C][Branch1][Ring1][C][Branch1][C][C][N][Branch1][C][O][C][Branch1],CCC(CCC#N)N(C)O,2.079668362047822,4.597911834716797,0.3058268427848816,39.535133361816406,39.175514221191406,47.260000000000005,,1.275922371889748,mols/page_0131.png,19
3920,[N][#C][C][C][C][Branch1][Ring1][C][C][O][C][Branch1][C][O][Ring1][Branch1][C][C],CCC1(O)OC1(CC)CCC#N,2.597024615544936,4.516463756561279,0.294571042060852,39.35353088378906,59.95992660522461,56.55,,1.272890648230045,mols/page_0197.png,0
4178,[O][C][C][Branch1][C][C][C][O][C][Branch1][Ring1][C][Branch1][O][C][O][Ring1][Branch1][C][Ring1],CC(CO)COCCCO,2.079668362047822,3.403670072555542,0.3272759020328522,40.857547760009766,50.43364334106445,49.69,,1.2725858554242089,mols/page_0209.png,18
1304,[N][#C][C][C][C][Branch1][Ring1][C][Branch1][C][O][C][Branch1][=Branch1][C][O],N#CCCC(CO)CCO,2.079668362047822,4.684140205383301,0.3019044697284698,37.6836051940918,63.64401626586914,64.25,,1.272111697512717,mols/page_0066.png,4
1969,[N][#C][C][C][Branch1][Branch1][C][O][C][C][Ring1][Ring1][C][O],CCOCC(CO)CC#N,2.079668362047822,5.135894298553467,0.2963095009326935,37.39175415039063,52.951847076416016,53.25,,1.2718168023563643,mols/page_0099.png,9
4367,[N][#C][C][C][C][Branch1][Ring1][C][C][Ring1][Branch1][C][C][O][C],CCC(CCC#N)CCOC,2.138091503851731,4.437229633331299,0.3078234791755676,40.42535400390625,31.5114688873291,33.02,,1.270488376822546,mols/page_0219.png,7
4107,[N][#C][C][C][C][Branch1][C][O][C][Branch1][Ring1][C][Branch1][O][C][C][O],N#CCCC(O)CCCCO,2.118091503851731,4.219731330871582,0.307375818490982,38.70878982543945,64.61193084716797,64.25,,1.268088553873865,mols/page_0206.png,7
3991,[N][#C][C][Branch1][C][O][C][Branch1][Branch1][C][C][C][Branch1][Ring1][C][C][O],CCCCCC(O)C(O)C#N,2.6180915038517307,4.146800518035889,0.2980506420135498,39.82796478271485,65.85581970214844,64.25,,1.2672646477093288,mols/page_0200.png,11
2131,[N][#C][C][Branch1][C][C][C][Branch1][Ring1][C][Branch1][Branch1][C][O][C][C][O],CCOCCC(O)C(C)C#N,2.6180915038517307,4.457812309265137,0.3003414869308471,39.04008483886719,57.95915222167969,53.25,,1.2672007631896267,mols/page_0107.png,11
2479,[N][#C][C][C][C][Branch1][Ring1][C][O][C][C][Ring1][Branch1][C],CC1CC1(CO)CCC#N,2.5396683620478213,5.02257251739502,0.3088379204273224,37.1368408203125,44.00094604492188,44.02,,1.2671766938075406,mols/page_0124.png,19
4524,[N][#C][C][Branch1][C][C][C][Branch1][Ring1][C][Branch1][Branch1][C][Branch1][Ring2][C][C][Ring1][Ring2][O],CC(C#N)C(O)C1CCC1,2.5396683620478213,5.188605308532715,0.3139500617980957,35.980613708496094,44.16794967651367,44.02,,1.2670557940625782,mols/page_0227.png,4
3119,[N][#C][C][C][Branch1][C][C][Ring1][Ring1][C][Branch1][Ring1][C][C][O],CCC(O)C(C)CC#N,2.5817904688307007,4.227569580078125,0.3155387043952942,39.22280502319336,44.62594223022461,44.02,,1.2589737674692774,mols/page_0156.png,19
3788,[N][#C][C][C][C][Branch1][C][C][O][C][Branch1][Ring1][C][O],CC(CCC#N)OCCO,2.079668362047822,4.866305351257324,0.3040266931056976,37.28596878051758,53.224727630615234,53.25,,1.2536572565397606,mols/page_0190.png,8
3333,[N][#C][C][Branch1][C][C][Branch1][Ring1][C][Branch1][O][C][Branch1][Ring2][C][C][C][O][C][Ring1],CCCC(CC(C)C#N)OC,2.6380915038517307,4.223255157470703,0.3073085844516754,41.05197525024414,30.739267349243164,33.02,,1.2532286638479095,mols/page_0167.png,13
3506,[N][#C][C][C][Branch1][Ring1][C][C][Ring1][Branch1][C][Branch1][Branch1][C][C][C][O],CCC(CC#N)CCCCO,2.138091503851731,3.886738777160645,0.3119201362133026,40.59336471557617,46.75139999389648,44.02,,1.2525281921568527,mols/page_0176.png,6
4531,[N][#C][C][C][C][Branch1][C][O][C][C][Ring1][Branch1][C][C][O],N#CCC1C(O)CC1CCO,3.0580915038517307,5.177324771881104,0.301011323928833,35.71165084838867,62.087039947509766,64.25,,1.250583329142903,mols/page_0227.png,11
2431,[N][#C][C][C][C][Branch1][C][C][Ring1][Branch1][C][Branch1][Branch1][C][O][C][Branch1],COCCC(C)CCC#N,2.099668362047822,4.827178955078125,0.3036428391933441,38.92399597167969,32.90378952026367,33.02,,1.247437598244139,mols/page_0122.png,11
1507,[N][#C][C][C][C][Branch1][Ring1][C][C][O][C][C][Ring1][Ring1],CCOC(CC)CCC#N,2.099668362047822,4.625855445861816,0.306469053030014,39.34478378295898,32.846656799316406,33.02,,1.2448636178500685,mols/page_0076.png,7
3677,[N][#C][C][C][Branch1][Ring1][C][Branch1][C][C][Ring1][Branch1][C][Branch1][Ring2][C][C][C][O],CCCC(O)C(CC)CC#N,2.6380915038517307,3.696367263793945,0.3106266856193542,41.26828384399414,46.74421310424805,44.02,,1.2423243604317449,mols/page_0184.png,17
2757,[N][#C][C][Branch1][C][C][Branch1][Ring1][C][C][C][O][C][C][Ring1][Ring1][C],CCCOCC(C)(C#N)CC,2.138091503851731,4.009614944458008,0.3107207119464874,41.17448043823242,32.5970344543457,33.02,,1.2421942994182176,mols/page_0138.png,17
2983,[N][#C][C][Branch1][C][C][C][Branch1][Ring1][C][Branch1][Branch1][C][Branch1][=Branch1][C][C][O],CC(C#N)CCCCCO,2.099668362047822,4.0917792320251465,0.3146461844444275,39.49959182739258,44.9033317565918,44.02,,1.2406226408041952,mols/page_0150.png,3
4282,[N][#C][C][C][C][Branch1][Ring1][C][C][O][C][Branch1][C][O],CCC(CCC#N)OCO,2.079668362047822,4.6666340827941895,0.3019513189792633,37.83903503417969,53.498661041259766,53.25,,1.2302145660241812,mols/page_0215.png,2
4058,[N][#C][#C][C][Branch1][Branch1][Branch1][C][O][C][C][C][Branch1][Ring1][C][C][Ring1][=Branch1][O],CCC1(O)CC1(CC#N)COC,2.597024615544936,4.515230178833008,0.2932309508323669,39.17028427124024,55.14035415649414,53.25,,1.2301855249892966,mols/page_0203.png,18
3801,[N][#C][C][Branch1][C][C][C][Branch1][Ring1][C][O][C][C][Ring1][Branch1][O],CC(C#N)C1(CO)CC1O,3.0196683620478217,4.898303985595703,0.3029776513576507,36.180912017822266,62.49710464477539,64.25,,1.2299933582069165,mols/page_0191.png,1
4057,[N][#C][C][C][C][Branch1][Ring1][C][Branch1][C][C][Ring1][Branch1][C][O][C][Branch1][Ring2][C][Branch1],CCOCC(CC)CCC#N,2.138091503851731,4.179470539093018,0.3102048337459564,40.32868957519531,32.732566833496094,33.02,,1.2263721239368393,mols/page_0203.png,17
4035,[N][#C][#C][C][Branch1][C][C][C][Branch1][Ring1][C][C][O][C][Branch1][O][C],CCOC(CC)C(C)CC#N,2.6380915038517307,4.040555000305176,0.3100000321865082,40.8917350769043,31.767072677612305,33.02,,1.223413886128235,mols/page_0202.png,15
3721,[N][#C][C][Branch1][C][C][C][Branch1][Branch1][C][O][C][C][Ring1][Branch1][C][Branch1],CCOCC(C)C(C)C#N,2.5996683620478214,4.434849262237549,0.3067146241664886,39.64672470092773,33.018550872802734,33.02,,1.2221211300238328,mols/page_0187.png,1
2864,[N][#C][C][C][C][Branch1][C][O][C][Branch1][Ring1][C][C],CCCC(O)CCC#N,2.081790468830701,4.14870548248291,0.318429172039032,38.56633377075195,44.43526458740234,44.02,,1.2178897479009236,mols/page_0144.png,4
3303,[N][#C][C][C][C][Branch1][C][C][Ring1][Branch1][C][Branch1][Ring1][C][Branch1][Branch1][C][N][C][Ring1],C=NCCCC(C)CCC#N,2.138091503851731,4.350207328796387,0.3175992965698242,38.64259719848633,33.130950927734375,36.15,,1.2102176806860798,mols/page_0166.png,3
4157,[N][#C][C][C][C][Branch1][Ring1][C][Branch1][C][C][Ring1][Branch1][C][N][C][Branch1][Branch1][C],CCNCC(CC)CCC#N,2.138091503851731,4.5516791343688965,0.2859535813331604,40.82901763916016,36.39938735961914,35.82,,1.20644028701569,mols/page_0208.png,17
4000,[N][#C][C][Branch1][Ring1][C][C][Branch1][C][C][O][C][Branch1][Branch1][C][N][C][Branch1][Ring2][O],CCC(C)(C#N)OCCNCO,2.137024615544936,3.883779525756836,0.2860051393508911,40.588172912597656,71.91883087158203,65.28,,1.2063859934918713,mols/page_0201.png,0
3821,[N][#C][C][C][C][Branch1][Ring1][C][O][C][Branch1][C][O][N][Branch1][C][C][Ring1][Ring1][Ring1],CN=C(O)C(CO)CCC#N,2.098091503851731,4.813394546508789,0.2838518023490906,37.06159973144531,75.50689697265625,76.61000000000001,,1.205261233095746,mols/page_0192.png,1
2134,[N][#C][C][C][C][Ring1][Branch1][C][Branch1][C][C][Branch1][Ring1][C][C][O][C][Ring1],CCC(C)(CCCC#N)OC,2.138091503851731,4.10058069229126,0.3016439974308014,41.289207458496094,30.96352195739746,33.02,,1.2050653759861916,mols/page_0107.png,14
4466,[N][C][C][C][Branch1][C][C][O][C][Branch1][Branch1][C][Branch1][Ring1][C][O][O][C][C][Ring1],C=COC(CCO)OC(C)CCN,2.6764374998423635,2.183500051498413,0.3092691004276275,44.09248352050781,77.07555389404297,64.71,,1.204329224868902,mols/page_0224.png,6
4125,[N][#C][#C][C][C][Branch1][Ring1][C][Branch1][C][C][C][Ring1][Branch1][C][Branch1][Ring2][C][C][O],CCC1C(CC#N)C1CCCO,3.117024615544936,4.125065803527832,0.3058516085147857,39.65016555786133,45.195899963378906,44.02,,1.2033557610094727,mols/page_0207.png,5
4489,[N][#C][C][C][C][Branch1][Ring1][C][C][Ring1][Branch1][C][C][N][C][Ring1],C=NCCC(CC)CCC#N,2.138091503851731,4.222196578979492,0.3202302455902099,39.1272087097168,27.52166175842285,36.15,,1.2009711815839972,mols/page_0225.png,9
4132,[N][#C][C][C][C][Branch1][C][C][N][C][C][Ring1][Ring1][C][Branch1][Ring1][C][N],CC(CCC#N)N1CC1CCN,3.097024615544936,5.023031234741211,0.2762387096881866,38.32501220703125,58.07002258300781,52.81999999999999,,1.200815202274257,mols/page_0207.png,12
4371,[N][#C][C][Branch1][C][C][Branch1][Ring1][C][C][C][Ring1][Branch1][C][Branch1][Branch1][C][O][C],CCC(C)(C#N)CCCOC,2.138091503851731,4.03014087677002,0.305138885974884,40.94051742553711,32.767303466796875,33.02,,1.19805240487663,mols/page_0219.png,11
2312,[N][#C][C][C][Branch1][Ring1][C][C][O][C][C][Ring1][Branch1][C][C][C],CCCC1COC(CC#N)C1C,3.117024615544936,4.955946445465088,0.3010502755641937,37.96520614624024,31.49454116821289,33.02,,1.1948826718243926,mols/page_0116.png,12
2854,[N][#C][C][C][C][Branch1][Ring1][C][O][C][Branch1][Ring2][C][Ring1][Branch1],N#CCCC1(CO)CC1,1.521790468830701,5.03487491607666,0.3121712207794189,35.581520080566406,43.71735000610352,44.02,,1.193986422879816,mols/page_0143.png,14
3864,[N][#C][C][C][C][Ring1][Branch1][C][C][Branch1][Ring1][C][C][O][C],CCC(CCCCC#N)OC,2.138091503851731,4.470621109008789,0.3016600906848907,39.64925384521485,31.97657966613769,33.02,,1.193642430940189,mols/page_0194.png,4
4074,[N][#C][C][Branch1][Ring1][C][Branch1][C][O][C][C][C][Branch1][Branch1][C][C][O],N#CC(CO)CCCCCO,2.118091503851731,3.910922288894653,0.3040506839752197,38.917762756347656,65.3653564453125,64.25,,1.1928776965683263,mols/page_0204.png,14
3531,[C][Branch1][C][C][C][Branch1][Ring1][C][C][N][C][Branch1][Branch1][C][Branch1][Ring2][C][C][O][C],CCC(CC)NC(C)CCCO,2.177024615544936,1.73479962348938,0.328552633523941,46.89997482299805,32.45548629760742,32.26,,1.186197697454039,mols/page_0177.png,11
4456,[N][#C][C][C][Branch1][C][O][C][Branch1][Ring1][C][Branch1][Branch1][C][C][C][Ring1][Branch1][C][Branch1],CC1(C(O)CC#N)CCCC1,2.078091503851731,4.489612579345703,0.3152537941932678,37.01968383789063,45.24140930175781,44.02,,1.1844231715145082,mols/page_0223.png,16
3091,[N][#C][C][Branch1][Ring1][C][C][C][Branch1][C][C][Ring1][Branch1][C][Branch1][Branch1][C][O][C][Ring1],CCC(C#N)C(C)CCOC,2.6380915038517307,4.107874870300293,0.304799884557724,40.45304107666016,32.39280700683594,33.02,,1.1819283353832148,mols/page_0155.png,11
4341,[N][#C][C][C][C][Branch1][Ring1][C][O][C][Branch1][C][C][Ring1][Ring1][C],CC1(C)C(O)C1CCC#N,2.5396683620478213,4.798943996429443,0.2969877421855926,37.77353286743164,43.61175155639648,44.02,,1.178568589591244,mols/page_0218.png,1
2280,[N][#C][C][C][C][Branch1][C][C][Ring1][Branch1][C][O][C][Ring1][Ring1],CC(CCC#N)C1CO1,2.5217904688307007,5.281854152679443,0.3123225271701813,34.979957580566406,35.87632369995117,36.32,,1.177498446284884,mols/page_0115.png,0
4370,[N][#C][C][C][C][Ring1][Ring2][C][Branch1][C][C][Branch1][Ring1][C][O][C][Ring1][Ring1][O],CC1(CCCC#N)C(O)C1O,2.5580915038517307,4.989471912384033,0.2822235822677612,36.964622497558594,64.0431137084961,64.25,,1.175322689423396,mols/page_0219.png,10
