index,selfies,smiles,SA,pred_D,pred_P,pred_EG,pred_r0,vgae_score,reward,img_page,img_tile,D_phys_km_s,P_phys_kbar,EG_phys_m_s,r0_phys_g_cm3
40,[O][=N+1][Branch1][C][O-1][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Branch2][Ring2][=N][N][C][=N][N][Branch2][Ring1][N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][N][N+1][=Branch1][C][=O][O-1][C][=C][Ring2][Ring1][Ring2][N+1][=Branch1][C][=O][O-1][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring2][Ring2][Ring2],O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2nn(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,2.1193737172742675,-0.6396010234576002,-0.5141016680590274,-0.6358094955574475,0.2835883785543443,,-0.5143906332467014,mols/page_0003.png,0,7.435744285583496,244.12095642089844,5011.37255859375,1.772773027420044
41,[O][=N+1][Branch1][C][O-1][=C][N][C][=N][N][=C][Branch1][=C][N][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1],O=[N+]([O-])C=NC=NN=CNC[N+](=O)[O-],1.5963039679725397,-0.5319293116817537,-0.7143639258464548,-0.574276287842273,-1.164844003464601,,-0.6577682248654214,mols/page_0003.png,1,7.501096248626709,234.5543212890625,5078.4697265625,1.6317646503448486
42,[N][C][Branch2][#Branch1][Ring1][N][C][=N][O][N+1][Branch1][C][O-1][N][=N][O],NCNC=NO[N+]([O-])N=NO,1.498091503851731,-0.5713219187159996,-0.7143616899174634,-0.526400707280705,-1.202584719596131,,-0.6522396570302609,mols/page_0003.png,2,7.477186679840088,234.55442810058594,5130.67431640625,1.628090500831604
43,[O][O][C][Branch1][C][N][C][=N][C][=N][O][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N][C][Branch1][=Branch1][C][C][N+1][=Branch1][C][Branch1][C][O-1][C][N][=N][C][N][=N][N][Branch1][Branch2][C][=N][O][N+1][Branch2][C][=C][N][Branch1][=Branch1][N+1][C][O-1][C][=C][C][Branch2][=Branch1][Ring1][O][C][N][O][C][N][=N][O][C][=Ring1][Branch1][C][O][C][=N][O][=N+1][Branch1][C][O-1][N+1][=Branch1][C][C][O-1][N][C][=N][N][C][=C][Ring1][=Branch1][N+1][=Branch1][O-1][C][=C][Branch1][=Branch1][N+1],C[N+]([O-])[N+]([O-])ON=COCc1onnc1ONCOCN([N+]C[O-])[N+]ON=CNN=NCN=NCC(CC[N+][O-])NC(ON=CN=CC(N)OO)[N+](=O)[O-],4.670863522246628,-1.2821140689981578,-1.395249980559387,-1.0910916463200395,-1.6504809735466948,,-1.2708257682720714,mols/page_0003.png,3,7.045767307281494,202.0280303955078,4514.9228515625,1.584486722946167
44,[=N+1][Branch1][O-1][C][=O][O-1][N][N][C][Branch1][Branch2][N],C[N+]=O,1.489198172576634,-1.9728186765165925,-2.3290576149912208,-1.6411693720960694,-3.890036938594411,,-2.1209405155748224,mols/page_0003.png,4,6.626540184020996,157.41954040527344,3915.10595703125,1.3664605617523193
45,[O][=N+1][Branch1][C][O-1][C][=C][C][Branch1][=C][N+1][=Branch1][C][=O][O-1],O=[N+]([O-])C=CC[N+](=O)[O-],1.501790468830701,-0.0644659753978981,-0.367497234206943,-0.1183609605290186,-1.277272667415038,,-0.2830624533543215,mols/page_0003.png,5,7.784825801849365,251.12432861328125,5575.60986328125,1.6208194494247437
46,[#N+1][C][=Ring2][C][O-1][=N][N+1][=Branch1][#Branch2][NH1][=O][O-1],[N+]#CN[N+]NO[O-],1.467846708163529,0.1303452439170269,-0.0156418655692159,0.0678798168302084,-0.690343979400361,,-0.0132066266209999,mols/page_0003.png,6,7.903067588806152,267.9326477050781,5778.69091796875,1.677958369255066
47,[O][=N+1][Branch1][C][O-1][C][=C][Branch2][Ring1][P][C][N][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1],O=[N+]([O-])C=CCN[N+](=O)[O-],1.4996683620478215,-0.3981899102644229,-0.629243386818001,-0.3020667927303256,-1.5912561762845172,,-0.536810658991188,mols/page_0003.png,7,7.58227014541626,238.62057495117188,5375.29296875,1.59025239944458
48,[=N+1][Branch1][C][C][O-1][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1],C[N+][O-],1.489198172576634,-1.469628440677686,-1.9892561395460695,-1.0605943887815636,-4.00798938082814,,-1.6897578386513783,mols/page_0003.png,8,6.931954383850098,173.65203857421875,4548.177734375,1.3549776077270508
49,[O][=C][Branch2][Ring1][#Branch1][C][C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N+1][=Branch1][C][=O][O-1][O][C][C][O][C][=Branch1][C][=O][C][C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N+1][=Branch1][C][=O][O-1],O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCCOC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.2735676759431467,-0.489800386784234,-0.5764518256576072,-0.6240500546826653,-0.7826404246064844,,-0.5944471174441749,mols/page_0003.png,9,7.526666641235352,241.1424560546875,5024.1953125,1.6689730882644653
50,[O][=N+1][Branch1][C][O-1][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][N][=C][Branch1][=Branch1][N+1][=Branch2][O][=N+1][O-1][N][C][=N][O][N+1][=Branch1][C][O-1],O=[N+]([O-])C=CC(=CN=C[N+][O-])[N+](=O)[O-],1.6163039679725395,-0.420310640116907,-0.6237564170731335,-0.4250118567849818,-1.0841914526712066,,-0.5394406522786235,mols/page_0003.png,10,7.568843841552734,238.8826904296875,5241.23095703125,1.6396163702011108
51,[C][N][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N+1][=Branch1][C][O-1][=C][Branch2][Ring1][=Branch1][C][=N][O][=N][NH1][=C][Ring2][Ring1][=N][N+1][=Branch1][C][Cl][O-1],O=[N+]([O-])C1=NCC([N+]([O-])Cl)NNON=CC[N+]1[O-],2.139883310599152,0.882552189628512,0.7045042274666535,0.6290587306313221,0.333095440401713,,0.6816971405664914,mols/page_0003.png,11,8.359623908996582,302.33441162109375,6390.61279296875,1.777592658996582
